year,field,genarea,n,first,last,range,ord,alpha
1995,Energy and Resources Group ERG,Natural Sciences,21,1981,2011,30,1981.99,0.8
2005,Energy and Resources Group ERG,Natural Sciences,26,1981,2011,30,1981.99,0.8
1984,Genetics,Natural Sciences,40,1951,1990,39,1951.9795574341124,0.8
1957,Mathematics,Natural Sciences,55,1900,2011,111,1900.99,0.8
2009,Mathematics,Natural Sciences,86,1900,2011,111,1900.99,0.8
1987,Mathematics Education,Education,8,1973,2011,38,1973.99,0.8
1989,Mathematics Education,Education,10,1973,2011,38,1973.99,0.8
1942,Mechanical Engineering,Engineering,50,1900,2011,111,1900.99,0.8
1900,English,Humanities,30,1900,2011,111,1900.99,1
1957,Mechanical Engineering,Engineering,288,1900,2011,111,1900.99,0.8
1908,English,Humanities,42,1900,2011,111,1900.99,0.8
1919,English,Humanities,43,1900,2011,111,1900.99,0.8
1934,English,Humanities,65,1900,2011,111,1900.99,0.8
1993,Mechanical Engineering,Engineering,71,1900,2011,111,1900.99,0.8
1956,English,Humanities,80,1900,2011,111,1900.99,0.8
1925,Mining and Metallurgy,Engineering,32,1900,1946,46,1900.9576777722525,0.8
1966,Folklore,Humanities,3,1966,2011,45,1966.99,1
1964,Forestry,Professional,31,1939,1967,28,1939.9681203381401,0.4
1992,Music,Humanities,59,1906,2011,105,1906.99,0.8
1927,French,Humanities,16,1918,2011,93,1918.99,0.8
2005,Native American Studies,Humanities,27,1975,2011,36,1975.99,0.8
1997,French,Humanities,58,1918,2011,93,1918.99,0.8
1956,Genetics,Natural Sciences,10,1951,1990,39,1951.9795574341124,0.8
1934,Geography,Social Sciences,20,1900,2011,111,1900.99,0.8
1988,Geography,Social Sciences,65,1900,2011,111,1900.99,0.8
1990,Geography,Social Sciences,67,1900,2011,111,1900.99,0.8
1983,Nutritional Sciences,Professional,34,1962,1999,37,1962.9840328194928,0.8
1930,Geological Sciences,Natural Sciences,33,1921,1953,32,1921.9611586275485,0.8
1987,Optometry,Professional,64,1929,2011,82,1929.99,0.8
1958,Geology,Natural Sciences,33,1900,1962,62,1900.9656340129288,0.5
1992,Optometry,Professional,70,1929,2011,82,1929.99,0.8
1970,Geology and Geophysics,Natural Sciences,46,1963,1999,36,1963.9840328194928,0.8
1975,Geology and Geophysics,Natural Sciences,53,1963,1999,36,1963.9840328194928,0.8
1920,Oriental Languages,Humanities,30,1901,1991,90,1901.9800546991546,0.8
1935,Oriental Languages,Humanities,21,1901,1991,90,1901.9800546991546,0.8
1918,Geology and Mineralogy,Natural Sciences,22,1913,1920,7,1913.9447488811536,0.3
1908,German,Humanities,20,1900,2011,111,1900.99,0.8
1920,German,Humanities,22,1900,2011,111,1900.99,0.8
1923,German,Humanities,23,1900,2011,111,1900.99,0.8
1926,German,Humanities,20,1900,2011,111,1900.99,0.8
1963,Paleontology,Natural Sciences,35,1910,1988,78,1910.978562904028,0.8
1990,Group Major in Dutch Studies,Humanities,73,1990,1990,0,1990.9795574341124,1
1940,History,Social Sciences,56,1903,2011,108,1903.99,0.8
1943,History,Social Sciences,27,1903,2011,108,1903.99,0.8
1951,History,Social Sciences,84,1903,2011,108,1903.99,0.8
1973,History,Social Sciences,16,1903,2011,108,1903.99,0.8
1942,Physical Education for Women,Education,40,1914,1942,28,1914.9556887120837,0.1
1995,History,Social Sciences,2,1903,2011,108,1903.99,0.8
1946,Home Economics,Social Sciences,63,1916,1956,40,1916.9626504226753,0.8
1949,Home Economics,Social Sciences,68,1916,1956,40,1916.9626504226753,0.8
1951,Home Economics,Social Sciences,49,1916,1956,40,1916.9626504226753,0.6
1956,Home Economics,Social Sciences,49,1916,1956,40,1916.9626504226753,0.1
1927,Household Art,Humanities,7,1920,1938,18,1920.9536996519146,0.8
1937,Household Art,Humanities,11,1920,1938,18,1920.9536996519146,0.2
1926,Household Science,Professional,9,1920,1937,17,1920.9532023868721,0.8
1936,Household Science,Professional,17,1920,1937,17,1920.9532023868721,0.2
1981,Humanities,Humanities,1,1961,1995,34,1961.9820437593237,0.8
1912,Hygeine,Professional,11,1906,1943,37,1906.9561859771259,0.8
1923,Hygeine,Professional,14,1906,1943,37,1906.9561859771259,0.8
1995,Immunology,Professional,44,1976,1995,19,1976.9820437593237,0.1
1985,Industrial Engineering and Operations Research,Engineering,46,1971,2011,40,1971.99,0.8
2007,Integrative Biology,Natural Sciences,99,1990,2011,21,1990.99,0.8
1953,Political Science,Social Sciences,114,1903,2011,108,1903.99,0.8
1983,International Education,Humanities,3,1974,1987,13,1974.9780656389855,0.5
1925,Irrigation,Professional,12,1901,1949,48,1901.9591695673794,0.8
1932,Irrigation,Professional,12,1901,1949,48,1901.9591695673794,0.8
1938,Irrigation,Professional,11,1901,1949,48,1901.9591695673794,0.8
1962,Political Science,Social Sciences,80,1903,2011,108,1903.99,0.8
1930,Italian,Humanities,9,1919,1994,75,1919.9815464942815,0.8
1944,Italian,Humanities,12,1919,1994,75,1919.9815464942815,0.8
1948,Italian,Humanities,15,1919,1994,75,1919.9815464942815,0.8
1973,Italian,Humanities,65,1919,1994,75,1919.9815464942815,0.8
1977,Italian,Humanities,59,1919,1994,75,1919.9815464942815,0.8
1978,Italian,Humanities,58,1919,1994,75,1919.9815464942815,0.8
1965,Journalism,Professional,30,1940,2011,71,1940.99,0.8
1977,Journalism,Professional,39,1940,2011,71,1940.99,0.8
1997,Political Science,Social Sciences,27,1903,2011,108,1903.99,0.8
1992,Journalism,Professional,43,1940,2011,71,1940.99,0.8
1986,Practice of Art,Humanities,31,1973,2011,38,1973.99,0.8
1943,Psychology,Social Sciences,57,1922,2011,89,1922.99,0.8
1955,Psychology,Social Sciences,81,1922,2011,89,1922.99,0.8
1956,Psychology,Social Sciences,77,1922,2011,89,1922.99,0.8
1978,Landscape Architecture,Professional,50,1949,1995,46,1949.9820437593237,0.8
1992,Landscape Architecture,Professional,47,1949,1995,46,1949.9820437593237,0.4
1903,Latin,Humanities,36,1900,1936,36,1900.95270512183,0.8
2007,Psychology,Social Sciences,42,1922,2011,89,1922.99,0.8
1992,Legal Studies,Professional,2,1983,2011,28,1983.99,0.8
2011,Legal Studies,Professional,33,1983,2011,28,1983.99,0.8
1928,Librarianship,Professional,11,1926,1978,52,1926.9735902536052,0.8
1949,Librarianship,Professional,29,1926,1978,52,1926.9735902536052,0.8
1950,Librarianship,Professional,28,1926,1978,52,1926.9735902536052,0.8
1966,Librarianship,Professional,38,1926,1978,52,1926.9735902536052,0.8
1924,Library Science,Professional,3,1918,1925,7,1918.947235206365,0.2
1954,Linguistics,Social Sciences,14,1901,2011,110,1901.99,0.8
1999,Literature,Humanities,17,1973,2011,38,1973.99,0.8
1987,Logic and the Methodology of Science,Social Sciences,9,1966,2011,45,1966.99,0.8
2003,Mass Communications,Professional,9,1997,2007,10,1997.988010939831,0.5
2007,Material Science and Engineering,Engineering,47,1971,2011,40,1971.99,0.8
1992,Materials Science and Mineral Engineering,Engineering,77,1977,1999,22,1977.9840328194928,0.8
1915,Sanskrit,Humanities,10,1906,1999,93,1906.9840328194928,0.8
1931,Sanskrit,Humanities,7,1906,1999,93,1906.9840328194928,0.8
1975,Scandinavian,Humanities,51,1951,2011,60,1951.99,0.8
1927,Mathematics,Natural Sciences,4,1900,2011,111,1900.99,0.8
1930,Mathematics,Natural Sciences,5,1900,2011,111,1900.99,0.8
2005,Near Eastern Studies,Humanities,5,1973,2011,38,1973.99,0.8
2009,Near Eastern Studies,Humanities,28,1973,2011,38,1973.99,0.8
1973,Mathematics,Natural Sciences,85,1900,2011,111,1900.99,0.8
1990,Mathematics Education,Education,11,1973,2011,38,1973.99,0.8
1991,Mathematics Education,Education,9,1973,2011,38,1973.99,0.8
2005,Mathematics Education,Education,6,1973,2011,38,1973.99,0.8
1971,Mechanical Engineering,Engineering,138,1900,2011,111,1900.99,0.8
1979,Mechanical Engineering,Engineering,104,1900,2011,111,1900.99,0.8
1986,Mechanical Engineering,Engineering,75,1900,2011,111,1900.99,0.8
1928,MedicoMilitary Science and Tactics,Professional,2,1925,1950,25,1925.9596668324216,0.8
1995,Medieval Studies,Social Sciences,2,1977,2011,34,1977.99,0.8
1971,Sociology,Social Sciences,59,1950,2011,61,1950.99,0.8
1990,Peace and Conflict Studies,Humanities,23,1989,2005,16,1989.9870164097465,0.8
1995,Mineral Engineering,Engineering,66,1986,1999,13,1986.9840328194928,0.5
1978,Sociology,Social Sciences,62,1950,2011,61,1950.99,0.8
1901,Mining and Metallurgy,Engineering,11,1900,1946,46,1900.9576777722525,0.8
1919,Mining and Metallurgy,Engineering,33,1900,1946,46,1900.9576777722525,0.8
1935,Mining and Metallurgy,Engineering,36,1900,1946,46,1900.9576777722525,0.8
1991,Molecular and Physiological Plany Biology,Natural Sciences,57,1987,1991,4,1987.9800546991546,0.1
1981,Molecular Biology,Natural Sciences,20,1964,1988,24,1964.978562904028,0.8
1984,Molecular Biology,Natural Sciences,18,1964,1988,24,1964.978562904028,0.5
1912,Music,Humanities,6,1906,2011,105,1906.99,0.8
1948,Music,Humanities,75,1906,2011,105,1906.99,0.8
1962,Music,Humanities,64,1906,2011,105,1906.99,0.8
1948,Spanish and Portuguese,Humanities,40,1931,2011,80,1931.99,0.8
2011,Spanish and Portuguese,Humanities,56,1931,2011,80,1931.99,0.8
1991,Naval Architecture and Offshore Engineering,Engineering,15,1983,2001,18,1983.9850273495774,0.8
1953,Naval Science,Professional,7,1953,1978,25,1953.9735902536052,1
1963,Naval Science,Professional,13,1953,1978,25,1953.9735902536052,0.8
1964,Naval Science,Professional,13,1953,1978,25,1953.9735902536052,0.8
1971,Naval Science,Professional,7,1953,1978,25,1953.9735902536052,0.8
1955,Near Eastern Languages,Humanities,29,1946,1971,25,1946.9701093983092,0.8
1978,Near Eastern Studies,Humanities,67,1973,2011,38,1973.99,0.8
1932,Zoology,Natural Sciences,12,1900,1988,88,1900.978562904028,0.8
1992,Political Economy of Industrial Societies,Social Sciences,12,1976,2007,31,1976.988010939831,0.8
2009,New Media,Humanities,6,2009,2011,2,2009.99,1
2005,Nuclear Engineering,Engineering,33,1976,2011,35,1976.99,0.8
1946,Political Science,Social Sciences,59,1903,2011,108,1903.99,0.8
1935,Optometry,Professional,9,1929,2011,82,1929.99,0.8
1966,Optometry,Professional,8,1929,2011,82,1929.99,0.8
1977,Optometry,Professional,47,1929,2011,82,1929.99,0.8
1914,Oriental Languages,Humanities,4,1901,1991,90,1901.9800546991546,0.8
1923,Oriental Languages,Humanities,18,1901,1991,90,1901.9800546991546,0.8
1932,Oriental Languages,Humanities,19,1901,1991,90,1901.9800546991546,0.8
1938,Oriental Languages,Humanities,18,1901,1991,90,1901.9800546991546,0.8
1944,Oriental Languages,Humanities,11,1901,1991,90,1901.9800546991546,0.8
1945,Oriental Languages,Humanities,17,1901,1991,90,1901.9800546991546,0.8
1933,Paleontology,Natural Sciences,12,1910,1988,78,1910.978562904028,0.8
1975,Paleontology,Natural Sciences,35,1910,1988,78,1910.978562904028,0.8
1981,Paleontology,Natural Sciences,2,1910,1988,78,1910.978562904028,0.8
1928,Philosophy,Humanities,25,1900,2011,111,1900.99,0.8
1969,Philosophy,Humanities,60,1900,2011,111,1900.99,0.8
1977,Philosophy,Humanities,41,1900,2011,111,1900.99,0.8
1902,Physical Culture,Education,7,1900,1913,13,1900.9412680258579,0.8
1922,Physical Education for Women,Education,38,1914,1942,28,1914.9556887120837,0.8
1914,Physics,Natural Sciences,21,1900,2011,111,1900.99,0.8
1936,Physics,Natural Sciences,31,1900,2011,111,1900.99,0.8
1946,Physics,Natural Sciences,45,1900,2011,111,1900.99,0.8
1975,Physics,Natural Sciences,45,1900,2011,111,1900.99,0.8
1986,Physics,Natural Sciences,54,1900,2011,111,1900.99,0.8
1921,Physiology,Natural Sciences,9,1903,1964,61,1903.9666285430135,0.8
1952,Physiology,Natural Sciences,15,1903,1964,61,1903.9666285430135,0.8
1973,Physiology Anatomy,Natural Sciences,50,1965,1991,26,1965.9800546991546,0.8
1951,Plant Nutrition,Natural Sciences,6,1924,1953,29,1924.9611586275485,0.3
1951,Plant Pathology,Natural Sciences,11,1951,1993,42,1951.9810492292393,1
1991,Plant Pathology,Natural Sciences,20,1951,1993,42,1951.9810492292393,0.3
1920,Political Science,Social Sciences,15,1903,2011,108,1903.99,0.8
1949,Political Science,Social Sciences,104,1903,2011,108,1903.99,0.8
1988,Political Science,Social Sciences,143,1903,2011,108,1903.99,0.8
1928,Pomology,Professional,5,1926,1954,28,1926.9616558925907,0.8
1975,Practice of Art,Humanities,20,1973,2011,38,1973.99,0.8
2001,Psychology,Social Sciences,8,1922,2011,89,1922.99,0.8
1995,Public and NonProfit Management,Professional,164,1986,1995,9,1986.9820437593237,0.1
1946,Public Health,Professional,49,1937,2011,74,1937.99,0.8
2005,Range Management,Professional,9,1953,2011,58,1953.99,0.8
2011,Range Management,Professional,9,1953,2011,58,1953.99,0.8
1947,Speech,Professional,24,1946,1968,22,1946.9686176031826,0.8
1934,Romance Philology,Humanities,3,1924,1997,73,1924.9830382894083,0.8
1961,Scandinavian,Humanities,25,1951,2011,60,1951.99,0.8
1956,Zoology,Natural Sciences,59,1900,1988,88,1900.978562904028,0.8
1950,Social Welfare,Professional,34,1939,2011,72,1939.99,0.8
1950,Sociology and Social Institutions,Social Sciences,41,1946,1958,12,1946.9636449527598,0.8
1984,Soil Science,Professional,8,1956,1992,36,1956.9805519641968,0.8
1952,Veterans Affairs,Professional,2,1947,1952,5,1947.9606613625062,0.1
1954,Zoology,Natural Sciences,56,1900,1988,88,1900.978562904028,0.8
1958,Anatomy,Natural Sciences,2,1908,1988,80,1908.978562904028,0.8
1936,Art,Humanities,25,1923,1971,48,1923.9701093983092,0.8
1985,Biophysics and Medical Physics,Natural Sciences,24,1979,1988,9,1979.978562904028,0.4
1985,Buddhist Studies,Humanities,3,1974,2011,37,1974.99,0.8
1986,Mathematics,Natural Sciences,1,1900,2011,111,1900.99,0.8
1956,Optometry,Professional,20,1929,2011,82,1929.99,0.8
1951,Geological Sciences,Natural Sciences,35,1921,1953,32,1921.9611586275485,0.3
2009,Philosophy,Humanities,49,1900,2011,111,1900.99,0.8
1973,Law,Professional,6,1949,2011,62,1949.99,0.8
1966,Nutritional Sciences,Professional,31,1962,1999,37,1962.9840328194928,0.8
1939,Paleontology,Natural Sciences,16,1910,1988,78,1910.978562904028,0.8
1919,Architecture,Professional,15,1900,2011,111,1900.99,0.8
1900,Military Science and Tactics,Professional,3,1900,1957,57,1900.9631476877175,1
1912,Physical Culture,Education,10,1900,1913,13,1900.9412680258579,0.2
1909,Philosophy,Humanities,12,1900,2011,111,1900.99,0.8
1912,Slavic Languages,Humanities,7,1902,1995,93,1902.9820437593237,0.8
1908,Slavic Languages,Humanities,5,1902,1995,93,1902.9820437593237,0.8
1901,Physics,Natural Sciences,9,1900,2011,111,1900.99,0.8
2001,Mathematics,Natural Sciences,1,1900,2011,111,1900.99,0.8
1903,Zoology,Natural Sciences,10,1900,1988,88,1900.978562904028,0.8
1933,Romance Philology,Humanities,3,1924,1997,73,1924.9830382894083,0.8
1929,Oceanography,Natural Sciences,2,1926,1955,29,1926.962153157633,0.8
1951,Physiology,Natural Sciences,22,1903,1964,61,1903.9666285430135,0.8
1901,Astronomy,Natural Sciences,10,1900,2011,111,1900.99,0.8
1908,Geology,Natural Sciences,12,1900,1962,62,1900.9656340129288,0.8
1937,Journalistic Studies,Professional,4,1928,1939,11,1928.9541969169568,0.3
1966,Poultry Husbandry,Professional,2,1951,1967,16,1951.9681203381401,0.2
1912,Irrigation,Professional,10,1901,1949,48,1901.9591695673794,0.8
1947,World Affairs,Social Sciences,1,1947,1947,0,1947.958175037295,1
1908,Anatomy,Natural Sciences,4,1908,1988,80,1908.978562904028,1
1922,Bacteriology and Experimental Pathology,Natural Sciences,2,1921,1923,2,1921.9462406762805,0.2
1900,German,Humanities,3,1900,2011,111,1900.99,1
1924,Bacteriology,Natural Sciences,2,1924,1977,53,1924.973092988563,1
2011,Law,Professional,1,1949,2011,62,1949.99,0.8
1935,Oceanography,Natural Sciences,1,1926,1955,29,1926.962153157633,0.8
1946,Veterinary Science,Professional,3,1946,1949,3,1946.9591695673794,1
1916,Anatomy,Natural Sciences,5,1908,1988,80,1908.978562904028,0.8
1995,African American Studies,Humanities,58,1992,2011,19,1992.99,0.8
1939,Public Speaking,Professional,13,1915,1946,31,1915.9576777722525,0.8
1987,Agricultural and Resource Economics,Professional,36,1980,2011,31,1980.99,0.8
1958,Range Management,Professional,5,1953,2011,58,1953.99,0.8
1999,Agricultural and Resource Economics,Professional,41,1980,2011,31,1980.99,0.8
1967,Agricultural Chemistry,Professional,2,1955,1969,14,1955.9691148682248,0.3
1958,Agricultural Economics,Professional,34,1926,1974,48,1926.971601193436,0.8
1971,Rhetoric,Professional,59,1969,2011,42,1969.99,0.8
1974,Electrical Engineering and Computer Science,Engineering,137,1971,2011,40,1971.99,0.8
2007,Management,Professional,137,1986,2011,25,1986.99,0.8
1994,Rhetoric,Professional,58,1969,2011,42,1969.99,0.8
1939,Agriculture,Professional,252,1911,1957,46,1911.9631476877175,0.8
1910,Sanskrit,Humanities,9,1906,1999,93,1906.9840328194928,0.8
1938,Sanskrit,Humanities,4,1906,1999,93,1906.9840328194928,0.8
1953,Scandinavian,Humanities,19,1951,2011,60,1951.99,0.8
1971,Scandinavian,Humanities,49,1951,2011,60,1951.99,0.8
1995,Business Administration,Professional,153,1942,2011,69,1942.99,0.8
1983,Scandinavian,Humanities,57,1951,2011,60,1951.99,0.8
1990,Air Science,Professional,19,1954,2011,57,1954.99,0.8
1942,American Civilization,Social Sciences,1,1941,1954,13,1941.9616558925907,0.8
1999,American Studies,Humanities,16,1993,2011,18,1993.99,0.8
2005,American Studies,Humanities,8,1993,2011,18,1993.99,0.8
1994,Science and Mathematics Education,Education,9,1969,2011,42,1969.99,0.8
1995,Science and Mathematics Education,Education,8,1969,2011,42,1969.99,0.8
1917,Anatomy,Natural Sciences,6,1908,1988,80,1908.978562904028,0.8
1918,Anatomy,Natural Sciences,13,1908,1988,80,1908.978562904028,0.8
1937,Anatomy,Natural Sciences,8,1908,1988,80,1908.978562904028,0.8
1967,Mathematics,Natural Sciences,23,1900,2011,111,1900.99,0.8
1927,Animal Husbandry,Professional,82,1924,1927,3,1924.9482297364495,0.1
1921,Slavic Languages,Humanities,14,1902,1995,93,1902.9820437593237,0.8
1913,Anthropology,Social Sciences,17,1902,2011,109,1902.99,0.8
1924,Slavic Languages,Humanities,15,1902,1995,93,1902.9820437593237,0.8
1931,Slavic Languages,Humanities,6,1902,1995,93,1902.9820437593237,0.8
1944,Slavic Languages,Humanities,13,1902,1995,93,1902.9820437593237,0.8
1967,Slavic Languages and Literatures?,Humanities,63,1952,2011,59,1952.99,0.8
1966,Anthropology,Social Sciences,63,1902,2011,109,1902.99,0.8
1971,Anthropology,Social Sciences,49,1902,2011,109,1902.99,0.8
1993,Slavic Languages and Literatures?,Humanities,72,1952,2011,59,1952.99,0.8
1978,Social and Administrative Health Sciences,Professional,85,1975,1992,17,1975.9805519641968,0.8
1923,Social Institutions,Social Sciences,3,1920,1945,25,1920.9571805072103,0.8
1939,Architecture,Professional,25,1900,2011,111,1900.99,0.8
1973,Architecture,Professional,61,1900,2011,111,1900.99,0.8
1987,Architecture,Professional,76,1900,2011,111,1900.99,0.8
1924,Art,Humanities,14,1923,1971,48,1923.9701093983092,0.8
1928,Art,Humanities,22,1923,1971,48,1923.9701093983092,0.8
1933,Art,Humanities,24,1923,1971,48,1923.9701093983092,0.8
2005,Sociology,Social Sciences,33,1950,2011,61,1950.99,0.8
1958,Art,Humanities,52,1923,1971,48,1923.9701093983092,0.8
1980,Asian Studies,Humanities,7,1975,2011,36,1975.99,0.8
1985,Soil Science,Professional,7,1956,1992,36,1956.9805519641968,0.8
1958,Soils and Plant Nutrition,Professional,26,1954,1975,21,1954.9720984584783,0.8
1975,South and Southeast Asian Studies,Humanities,44,1975,2011,36,1975.99,1
1949,Astronomy,Natural Sciences,19,1900,2011,111,1900.99,0.8
1962,Astronomy,Natural Sciences,24,1900,2011,111,1900.99,0.8
